timestamp,src_ip,dst_ip,src_port,dst_port,protocol,flags,packets,bytes,duration,src_country,attack_type,hour,is_attack
2023-01-02 00:28:30,192.168.251.169,10.0.241.137,62465,443,HTTPS,S,645,5958,17.19863947062074,UK,SQL Injection,0,1
2023-01-02 00:29:00,192.168.221.73,10.0.95.199,9237,3389,UDP,U,1,82,0.04855916488931692,BR,Port Scan,0,1
2023-01-02 00:29:30,192.168.141.70,10.0.145.99,60993,443,UDP,F,701,9139,22.431778643255203,UK,Normal,0,0
2023-01-02 00:30:00,192.168.6.84,10.0.112.229,23763,8443,ICMP,S,726,4671,31.740953353771143,FR,Normal,0,0
2023-01-02 00:30:30,192.168.52.245,10.0.52.146,2927,1433,TCP,FA,325,7742,12.254448882598268,IN,Normal,0,0
2023-01-02 00:31:00,192.168.3.81,10.0.191.33,36368,53,HTTPS,FA,869,4534,9.579223576007674,BR,Normal,0,0
2023-01-02 00:31:30,192.168.63.49,10.0.4.87,48515,22,UDP,F,422,1959,9.207900804501667,DE,Normal,0,0
2023-01-02 00:32:00,192.168.76.112,10.0.75.180,37901,445,DNS,R,1,66,0.07338227034633421,RU,Port Scan,0,1
2023-01-02 00:32:30,192.168.175.109,10.0.9.64,22022,1433,TCP,FA,354,4216,8.062083973452927,IN,Normal,0,0
2023-01-02 00:33:00,192.168.183.192,10.0.30.136,58190,443,ICMP,R,655,720,4.0613318585833955,IN,Normal,0,0
2023-01-02 00:33:30,192.168.65.81,10.0.232.133,53469,8080,UDP,P,496,9304,35.21154169026386,IN,Normal,0,0
2023-01-02 00:34:00,192.168.195.218,10.0.76.191,19343,3389,UDP,SA,142,857,0.49671611910666824,CN,Brute Force,0,1
2023-01-02 00:34:30,192.168.15.100,10.0.129.15,34407,21,HTTP,SA,39,4230,10.946647980873966,FR,Brute Force,0,1
2023-01-02 00:35:00,192.168.32.96,10.0.89.210,22465,445,TCP,P,624,3088,8.80988076371461,DE,Normal,0,0
2023-01-02 00:35:30,192.168.128.196,10.0.166.170,11666,8443,HTTP,RA,257,3807,10.192920375852841,Unknown,SQL Injection,0,1
2023-01-02 00:36:00,192.168.146.113,10.0.128.174,12800,8080,HTTP,U,413,135,10.277999709211228,FR,Normal,0,0
2023-01-02 00:36:30,192.168.83.43,10.0.181.26,25886,25,UDP,FA,381,5717,1.318517895593581,DE,Normal,0,0
2023-01-02 00:37:00,192.168.116.163,10.0.61.232,32127,21,TCP,SA,1,72,0.0268023944104344,UK,Port Scan,0,1
2023-01-02 00:37:30,192.168.232.78,10.0.123.67,12534,80,UDP,P,225,1016,0.6974912104182569,DE,Normal,0,0
2023-01-02 00:38:00,192.168.58.33,10.0.182.150,35715,445,UDP,A,1893,384279,2.889069934409554,US,DoS,0,1
2023-01-02 00:38:30,192.168.14.162,10.0.26.83,14426,23,HTTP,A,797,4676,9.413615030270288,JP,Normal,0,0
2023-01-02 00:39:00,192.168.189.247,10.0.236.108,63289,8080,TCP,FA,671,4186,0.8024449098298331,BR,Normal,0,0
2023-01-02 00:39:30,192.168.132.216,10.0.111.60,7479,8080,HTTPS,FA,294,4243,5.685561334998637,US,XSS,0,1
2023-01-02 00:40:00,192.168.59.157,10.0.39.123,41396,8443,ICMP,S,520,6090,4.452297439699287,FR,Normal,0,0
2023-01-02 00:40:30,192.168.83.134,10.0.36.21,41944,8080,HTTP,S,607,5235,1.6040778559489381,Unknown,Normal,0,0
2023-01-02 00:41:00,192.168.121.225,10.0.169.118,3797,443,HTTPS,P,677,137,17.260729449812025,CN,Normal,0,0
2023-01-02 00:41:30,192.168.177.168,10.0.48.26,44074,1433,UDP,S,443,2123,14.94352487755756,UK,Normal,0,0
2023-01-02 00:42:00,192.168.83.245,10.0.191.205,55369,21,TCP,S,719,9615,6.2376013472743965,UK,Normal,0,0
2023-01-02 00:42:30,192.168.193.197,10.0.36.152,28401,53,TCP,F,182,1341,7.391236299566391,JP,Normal,0,0
2023-01-02 00:43:00,192.168.27.80,10.0.128.233,59360,445,TCP,S,500,4762,5.734651362799496,JP,Normal,0,0
2023-01-02 00:43:30,192.168.134.232,10.0.218.149,10800,8443,TCP,U,442,9257,8.007768714240006,FR,Normal,0,0
2023-01-02 00:44:00,192.168.13.240,10.0.146.15,52079,8443,HTTPS,P,608,1191,13.188727839025027,UK,Normal,0,0
2023-01-02 00:44:30,192.168.64.190,10.0.79.134,59243,23,HTTPS,F,282,666,20.87234572955947,BR,Normal,0,0
2023-01-02 00:45:00,192.168.227.147,10.0.171.159,33083,53,UDP,RA,944,6522,8.972724992137877,FR,Normal,0,0
2023-01-02 00:45:30,192.168.204.80,10.0.28.136,30429,21,TCP,A,7089,6805440,2.937915422686686,DE,DoS,0,1
2023-01-02 00:46:00,192.168.123.43,10.0.157.149,60253,1433,TCP,R,267,5355,14.786527281289409,JP,Normal,0,0
2023-01-02 00:46:30,192.168.202.89,10.0.209.120,1167,21,HTTPS,R,21,3574,4.656592895554239,KR,Brute Force,0,1
2023-01-02 00:47:00,192.168.148.95,10.0.249.241,57672,8080,HTTPS,RA,930,1230,9.939222255984578,KR,XSS,0,1
2023-01-02 00:47:30,192.168.196.172,10.0.88.186,52432,23,TCP,R,1,63,0.02479470884777141,US,Port Scan,0,1
2023-01-02 00:48:00,192.168.151.2,10.0.188.178,26722,80,HTTPS,F,465,4356,1.7842028647487476,FR,SQL Injection,0,1
2023-01-02 00:48:30,192.168.120.22,10.0.228.253,18107,8080,TCP,U,993,8920,0.5411213504332262,Unknown,Normal,0,0
2023-01-02 00:49:00,192.168.115.57,10.0.31.47,46193,443,TCP,U,386,6397,3.775420632769964,JP,Normal,0,0
2023-01-02 00:49:30,192.168.229.72,10.0.34.2,23726,3389,TCP,U,508,1026,9.091757028257646,CN,Normal,0,0
2023-01-02 00:50:00,192.168.7.206,10.0.106.195,34062,21,UDP,S,70,2745,3.8386321240301995,RU,Brute Force,0,1
2023-01-02 00:50:30,192.168.184.119,10.0.94.72,42046,21,TCP,U,151,3844,2.7559472273379955,IN,Brute Force,0,1
2023-01-02 00:51:00,192.168.195.114,10.0.52.135,2031,3306,TCP,S,132,6762,52.71798343620975,IN,Normal,0,0
2023-01-02 00:51:30,192.168.16.247,10.0.204.250,28443,23,TCP,U,524,151,67.60807992429211,IN,Normal,0,0
2023-01-02 00:52:00,192.168.83.179,10.0.147.90,47507,22,TCP,U,1,40,0.06332270987998288,Unknown,Port Scan,0,1
2023-01-02 00:52:30,192.168.210.244,10.0.92.254,44256,3306,HTTP,R,746,8728,3.9095758501329954,BR,Normal,0,0
2023-01-02 00:53:00,192.168.208.72,10.0.143.78,11198,80,TCP,R,751,2532,19.778158007948036,IN,Normal,0,0
2023-01-02 00:53:30,192.168.124.225,10.0.176.125,31904,3306,HTTPS,U,875,6276,13.348032207830428,RU,Normal,0,0
2023-01-02 00:54:00,192.168.113.12,10.0.251.142,8227,80,TCP,A,3507,2430351,3.0312361413151243,Unknown,DoS,0,1
2023-01-02 00:54:30,192.168.126.53,10.0.131.50,60796,23,TCP,F,682,3559,23.887358072049082,US,Normal,0,0
2023-01-02 00:55:00,192.168.75.133,10.0.93.124,37516,8443,TCP,R,979,8106,5.893501602608273,DE,Normal,0,0
2023-01-02 00:55:30,192.168.27.140,10.0.54.134,30013,80,HTTPS,F,185,310,2.9498375302216777,FR,SQL Injection,0,1
2023-01-02 00:56:00,192.168.145.134,10.0.177.151,28355,21,TCP,R,946,2942,34.126119509874314,CN,Normal,0,0
2023-01-02 00:56:30,192.168.97.5,10.0.220.78,45718,23,TCP,A,9607,6830577,1.6779901488285054,UK,DoS,0,1
2023-01-02 00:57:00,192.168.57.156,10.0.78.20,24007,3389,HTTPS,P,40,2824,24.311591973887545,US,Brute Force,0,1
2023-01-02 00:57:30,192.168.78.69,10.0.205.91,59660,21,HTTP,F,125,4040,25.03554271062633,KR,Normal,0,0
2023-01-02 00:58:00,192.168.118.120,10.0.188.99,56663,443,HTTP,U,57,9777,4.822591098953928,US,SQL Injection,0,1
2023-01-02 00:58:30,192.168.59.33,10.0.173.189,30759,22,TCP,A,302,389,19.719008382669,UK,Normal,0,0
2023-01-02 00:59:00,192.168.62.50,10.0.56.2,41709,3389,UDP,R,790,8857,22.007455317803593,CN,Normal,0,0
2023-01-02 00:59:30,192.168.112.233,10.0.105.173,21917,3389,TCP,R,1,83,0.05620252441060025,UK,Port Scan,0,1
2023-01-02 01:00:00,192.168.19.214,10.0.168.112,16763,8080,HTTP,U,929,8659,9.815167311060236,BR,Normal,1,0
2023-01-02 01:00:30,192.168.197.123,10.0.24.157,30941,25,FTP,S,694,6844,8.615570372633893,RU,Normal,1,0
2023-01-02 01:01:00,192.168.194.222,10.0.195.109,55576,25,HTTPS,SA,660,6050,0.16157286517042999,CN,Normal,1,0
2023-01-02 01:01:30,192.168.47.167,10.0.68.114,21728,8443,TCP,FA,773,5610,7.6686445537685195,BR,Normal,1,0
2023-01-02 01:02:00,192.168.196.33,10.0.194.84,31176,80,HTTP,SA,836,6909,0.38571125007451995,FR,XSS,1,1
2023-01-02 01:02:30,192.168.141.84,10.0.182.181,59545,3389,TCP,P,14,4753,5.997913179162006,Unknown,Normal,1,0
2023-01-02 01:03:00,192.168.182.135,10.0.207.49,48407,25,TCP,SA,1,47,0.008033337195969603,FR,Port Scan,1,1
2023-01-02 01:03:30,192.168.79.215,10.0.32.61,39264,23,TCP,S,626,2291,6.0762581784055225,CN,Normal,1,0
2023-01-02 01:04:00,192.168.14.215,10.0.170.129,8230,3306,TCP,FA,466,3081,3.634822690774519,RU,Normal,1,0
2023-01-02 01:04:30,192.168.147.128,10.0.191.102,24280,8080,TCP,R,442,8153,14.868890577906996,CN,Normal,1,0
2023-01-02 01:05:00,192.168.54.221,10.0.35.51,25331,23,UDP,RA,27,7197,6.521993112326294,CN,Normal,1,0
2023-01-02 01:05:30,192.168.248.148,10.0.199.45,5740,53,UDP,S,772,1502,7.176343336694738,FR,Normal,1,0
2023-01-02 01:06:00,192.168.29.24,10.0.77.113,57294,80,HTTP,U,384,3448,23.401409431073233,JP,Normal,1,0
2023-01-02 01:06:30,192.168.82.63,10.0.65.14,36412,443,TCP,S,963,727,6.583566104504884,US,Normal,1,0
2023-01-02 01:07:00,192.168.202.105,10.0.93.250,19944,8443,HTTPS,FA,320,8409,1.7004321582375173,RU,XSS,1,1
2023-01-02 01:07:30,192.168.57.136,10.0.131.238,38895,443,HTTP,R,219,796,1.1943400600044427,US,SQL Injection,1,1
2023-01-02 01:08:00,192.168.218.62,10.0.24.65,43952,443,UDP,P,732,869,3.650270470885948,RU,Normal,1,0
2023-01-02 01:08:30,192.168.157.202,10.0.176.138,24488,25,TCP,U,1,84,0.09034907303432416,US,Port Scan,1,1
2023-01-02 01:09:00,192.168.17.66,10.0.13.228,39109,53,HTTPS,P,170,8437,17.064736147272516,JP,Normal,1,0
2023-01-02 01:09:30,192.168.6.58,10.0.201.142,14611,80,TCP,FA,1,41,0.029775686062447758,IN,Port Scan,1,1
2023-01-02 01:10:00,192.168.69.156,10.0.100.138,2219,1433,TCP,RA,8105,6962195,3.7931552343351527,BR,DoS,1,1
2023-01-02 01:10:30,192.168.62.169,10.0.168.151,61199,8443,HTTPS,F,419,4132,2.2439362956074453,UK,XSS,1,1
2023-01-02 01:11:00,192.168.197.82,10.0.99.55,26107,3306,TCP,S,787,1767,5.957037916778223,US,Normal,1,0
2023-01-02 01:11:30,192.168.218.212,10.0.63.71,50580,3389,UDP,FA,3596,3081772,1.8552363117694657,JP,DoS,1,1
2023-01-02 01:12:00,192.168.169.177,10.0.170.99,51470,21,TCP,A,2548,504504,3.2735874500228372,CN,DoS,1,1
2023-01-02 01:12:30,192.168.219.177,10.0.66.79,23462,8080,TCP,U,975,5365,23.908182632218065,UK,Normal,1,0
2023-01-02 01:13:00,192.168.204.71,10.0.73.47,21033,3389,DNS,U,713,48484,7.79133397434088,DE,DDoS,1,1
2023-01-02 01:13:30,192.168.251.131,10.0.81.126,41660,443,TCP,SA,287,7082,15.928049537103439,FR,Normal,1,0
2023-01-02 01:14:00,192.168.10.98,10.0.231.52,36611,3389,HTTP,RA,449,80371,4.012968772574615,UK,DDoS,1,1
2023-01-02 01:14:30,192.168.89.35,10.0.146.207,22167,21,TCP,S,180,1329,4.696672487343282,FR,Brute Force,1,1
2023-01-02 01:15:00,192.168.208.2,10.0.146.152,64642,3389,UDP,FA,969,5022,19.54413315890495,FR,Normal,1,0
2023-01-02 01:15:30,192.168.124.24,10.0.23.140,55921,23,TCP,F,461,3001,10.705522780181497,KR,Normal,1,0
2023-01-02 01:16:00,192.168.74.166,10.0.151.21,14720,80,HTTP,U,149,4087,11.343888457734412,IN,Normal,1,0
2023-01-02 01:16:30,192.168.22.154,10.0.254.64,64221,22,HTTP,FA,1,86,0.075345820206725,DE,Port Scan,1,1
2023-01-02 01:17:00,192.168.171.183,10.0.218.72,8588,8080,TCP,FA,7223,5785623,3.6597003201929286,CN,DoS,1,1
2023-01-02 01:17:30,192.168.39.219,10.0.222.162,4661,8443,HTTPS,SA,193,9755,47.249998960054654,FR,XSS,1,1
2023-01-02 01:18:00,192.168.157.239,10.0.130.69,35665,21,DNS,SA,233,9163,22.462896123369852,JP,Normal,1,0
2023-01-02 01:18:30,192.168.230.20,10.0.159.225,63783,8443,HTTPS,S,1,57,0.058263412470438807,RU,Port Scan,1,1
2023-01-02 01:19:00,192.168.219.41,10.0.246.68,18814,22,UDP,FA,1,54,0.057650833584808894,US,Port Scan,1,1
2023-01-02 01:19:30,192.168.182.148,10.0.198.215,29183,8080,HTTPS,R,957,2074,0.8802804433747273,UK,XSS,1,1
2023-01-02 01:20:00,192.168.108.147,10.0.237.147,6538,1433,HTTPS,F,548,2313,6.639454039938015,DE,Normal,1,0
2023-01-02 01:20:30,192.168.84.227,10.0.128.107,35369,443,TCP,P,976,8919,6.851927244170595,DE,Normal,1,0
2023-01-02 01:21:00,192.168.111.66,10.0.109.72,57948,22,HTTP,R,458,8583,0.5333667030248865,BR,Normal,1,0
2023-01-02 01:21:30,192.168.158.53,10.0.103.141,22787,53,UDP,F,742,9104,14.089549108950184,FR,Normal,1,0
2023-01-02 01:22:00,192.168.34.150,10.0.65.134,13592,25,HTTP,R,9462,9301146,2.828812452714063,RU,DoS,1,1
2023-01-02 01:22:30,192.168.67.134,10.0.199.112,29027,22,TCP,RA,162,1530,5.53748723378268,Unknown,Normal,1,0
2023-01-02 01:23:00,192.168.207.27,10.0.254.155,64931,22,UDP,RA,153,8509,23.356370461091473,Unknown,Normal,1,0
2023-01-02 01:23:30,192.168.10.73,10.0.79.180,6335,3306,UDP,U,441,9349,4.1605921588582495,JP,Normal,1,0
2023-01-02 01:24:00,192.168.225.96,10.0.126.226,42620,445,HTTPS,R,321,5718,8.738228770151277,RU,Normal,1,0
2023-01-02 01:24:30,192.168.48.70,10.0.250.121,39339,53,HTTP,F,76,1300,3.68103795949706,DE,Normal,1,0
2023-01-02 01:25:00,192.168.233.187,10.0.87.48,18215,445,HTTPS,FA,380,673,1.9720970039894314,Unknown,Normal,1,0
2023-01-02 01:25:30,192.168.100.59,10.0.241.88,52571,22,HTTPS,RA,763,2097,13.094033079477994,DE,Normal,1,0
2023-01-02 01:26:00,192.168.252.2,10.0.207.227,21932,22,UDP,R,790,3258,2.2887268359683635,FR,Normal,1,0
2023-01-02 01:26:30,192.168.157.196,10.0.68.172,2439,3389,TCP,F,700,6744,0.7493299190760029,DE,Normal,1,0
2023-01-02 01:27:00,192.168.65.83,10.0.101.17,41300,3389,ICMP,A,438,8805,5.711598269216819,US,Normal,1,0
2023-01-02 01:27:30,192.168.154.217,10.0.223.38,48674,23,HTTPS,A,889,1282,12.340077323305971,FR,Normal,1,0
2023-01-02 01:28:00,192.168.10.53,10.0.138.54,65451,3389,TCP,A,5015,3510500,1.2411059748646078,CN,DoS,1,1
2023-01-02 01:28:30,192.168.79.59,10.0.242.219,19857,3306,UDP,U,4073,2863319,2.934997532056553,CN,DoS,1,1
2023-01-02 01:29:00,192.168.150.179,10.0.234.134,16430,445,TCP,R,126,2253,17.02398615341518,RU,Normal,1,0
2023-01-02 01:29:30,192.168.48.149,10.0.248.134,30360,445,TCP,F,752,9520,1.0213483224046784,BR,Normal,1,0
2023-01-02 01:30:00,192.168.123.248,10.0.52.15,30445,23,HTTP,FA,706,5392,11.096241056711271,US,Normal,1,0
2023-01-02 01:30:30,192.168.22.100,10.0.68.185,37288,21,HTTP,F,941,9545,9.3312661069559,IN,Normal,1,0
2023-01-02 01:31:00,192.168.98.158,10.0.112.246,12804,443,ICMP,A,200,418,22.918631855912658,US,Normal,1,0
2023-01-02 01:31:30,192.168.25.237,10.0.184.104,40895,25,HTTPS,U,1,81,0.08601404127128508,DE,Port Scan,1,1
2023-01-02 01:32:00,192.168.28.193,10.0.7.51,13245,23,TCP,A,581,8218,17.091709256970795,DE,Normal,1,0
2023-01-02 01:32:30,192.168.113.45,10.0.58.241,22140,53,TCP,FA,192,2287,2.4244814127977525,CN,Normal,1,0
2023-01-02 01:33:00,192.168.68.7,10.0.245.192,40814,8080,HTTPS,A,522,3182,7.8815101574378925,BR,Normal,1,0
2023-01-02 01:33:30,192.168.49.137,10.0.109.111,41287,80,UDP,SA,1,79,0.08816461993283449,JP,Port Scan,1,1
2023-01-02 01:34:00,192.168.164.83,10.0.154.186,15446,21,TCP,P,779,3782,3.500284042317838,US,Normal,1,0
2023-01-02 01:34:30,192.168.129.138,10.0.31.194,42498,8080,HTTP,P,246,8422,0.05099500250860321,FR,Normal,1,0
2023-01-02 01:35:00,192.168.164.73,10.0.92.106,22507,8080,HTTPS,FA,990,3690,13.635530310381965,KR,Normal,1,0
2023-01-02 01:35:30,192.168.237.46,10.0.13.146,41124,1433,HTTP,P,412,6765,5.052967380125871,FR,Normal,1,0
2023-01-02 01:36:00,192.168.106.160,10.0.222.119,53470,80,HTTP,FA,1,43,0.05645662567008115,US,Port Scan,1,1
2023-01-02 01:36:30,192.168.32.6,10.0.203.141,53084,23,TCP,RA,524,1190,2.15784228758694,KR,Normal,1,0
2023-01-02 01:37:00,192.168.176.166,10.0.115.253,6440,21,TCP,FA,556,149,19.086369777733523,US,Normal,1,0
2023-01-02 01:37:30,192.168.145.74,10.0.152.57,16275,8443,HTTPS,P,621,3841,4.0627921555200635,RU,Normal,1,0
2023-01-02 01:38:00,192.168.114.27,10.0.126.157,28098,1433,ICMP,F,349,3636,2.2809581471665394,BR,Normal,1,0
2023-01-02 01:38:30,192.168.54.178,10.0.184.54,59734,22,TCP,U,2395,285005,7.411956081012305,KR,DDoS,1,1
2023-01-02 01:39:00,192.168.163.244,10.0.133.163,58708,3306,UDP,RA,989,6033,15.225716681529198,IN,Normal,1,0
2023-01-02 01:39:30,192.168.251.85,10.0.19.183,47564,80,HTTP,F,797,2114,9.224699281364572,DE,Normal,1,0
2023-01-02 01:40:00,192.168.127.153,10.0.77.69,63879,80,TCP,A,462,2935,32.23716665146044,CN,Normal,1,0
2023-01-02 01:40:30,192.168.156.111,10.0.44.206,13188,8080,HTTP,SA,1,78,0.043413369146151,KR,Port Scan,1,1
2023-01-02 01:41:00,192.168.15.132,10.0.38.62,59928,23,TCP,U,291,1111,23.26594504274384,BR,Normal,1,0
2023-01-02 01:41:30,192.168.93.123,10.0.22.73,55846,3389,TCP,R,369,5657,8.327641524489186,KR,Normal,1,0
2023-01-02 01:42:00,192.168.73.155,10.0.241.168,3492,80,HTTP,FA,2822,2060060,4.1040124844173125,DE,DoS,1,1
2023-01-02 01:42:30,192.168.154.147,10.0.154.237,52604,22,TCP,R,6844,5892684,0.49308474265486624,DE,DoS,1,1
2023-01-02 01:43:00,192.168.248.92,10.0.125.5,53864,445,TCP,P,811,2794,8.56515739847947,IN,Normal,1,0
2023-01-02 01:43:30,192.168.17.43,10.0.221.54,56324,8443,HTTPS,RA,69,8845,0.6880805082092933,DE,Normal,1,0
2023-01-02 01:44:00,192.168.121.41,10.0.86.177,44679,8443,HTTPS,P,144,5940,3.0575381483992894,RU,XSS,1,1
2023-01-02 01:44:30,192.168.170.178,10.0.3.220,3051,80,UDP,A,56,3237,3.935484549154899,FR,Normal,1,0
2023-01-02 01:45:00,192.168.212.237,10.0.38.142,24579,21,TCP,RA,553,93,4.482290616921498,IN,Normal,1,0
2023-01-02 01:45:30,192.168.168.39,10.0.175.142,12968,1433,TCP,FA,1056,103488,1.7556409860371942,KR,DDoS,1,1
2023-01-02 01:46:00,192.168.113.245,10.0.235.203,1339,8443,UDP,P,520,6674,0.8693580174547206,CN,Normal,1,0
2023-01-02 01:46:30,192.168.151.111,10.0.73.38,15157,8443,TCP,U,310,6410,8.636288325846603,BR,Normal,1,0
2023-01-02 01:47:00,192.168.224.180,10.0.192.239,37781,21,UDP,U,85,3474,6.759414905176312,CN,Brute Force,1,1
2023-01-02 01:47:30,192.168.47.63,10.0.172.125,59469,80,UDP,A,376,2154,8.783508332639695,JP,Normal,1,0
2023-01-02 01:48:00,192.168.225.249,10.0.70.65,34322,80,UDP,RA,901,1639,1.3846388188778986,JP,Normal,1,0
2023-01-02 01:48:30,192.168.110.69,10.0.25.16,25292,1433,TCP,U,777,2554,29.50595524339463,US,Normal,1,0
2023-01-02 01:49:00,192.168.43.176,10.0.244.15,44386,53,TCP,F,998,2262,5.33333606575267,CN,Normal,1,0
2023-01-02 01:49:30,192.168.34.40,10.0.226.209,52035,1433,FTP,A,194,7275,5.968788633534894,UK,Normal,1,0
2023-01-02 01:50:00,192.168.203.61,10.0.131.195,5781,53,FTP,S,2717,2630056,3.3264099001917233,RU,DoS,1,1
2023-01-02 01:50:30,192.168.178.195,10.0.37.209,41664,25,UDP,SA,1,54,0.06238673925357677,RU,Port Scan,1,1
2023-01-02 01:51:00,192.168.62.58,10.0.183.125,49290,22,HTTP,P,337,3625,4.859028457630206,FR,Normal,1,0
2023-01-02 01:51:30,192.168.161.75,10.0.113.244,30991,22,HTTP,SA,506,4109,1.544925153056378,KR,Normal,1,0
2023-01-02 01:52:00,192.168.16.82,10.0.166.191,26819,443,HTTP,F,108,1190,15.284153994655165,IN,SQL Injection,1,1
2023-01-02 01:52:30,192.168.94.48,10.0.1.71,29822,21,TCP,S,607,4028,3.0185876432883836,BR,Normal,1,0
2023-01-02 01:53:00,192.168.247.138,10.0.218.239,62812,3306,TCP,F,8711,2351970,0.630862994174953,DE,DoS,1,1
2023-01-02 01:53:30,192.168.82.38,10.0.103.19,43750,23,UDP,P,7557,3037914,3.2737342447438467,US,DoS,1,1
2023-01-02 01:54:00,192.168.127.19,10.0.52.118,34859,21,UDP,S,476,4267,33.62925747940477,Unknown,Normal,1,0
2023-01-02 01:54:30,192.168.164.187,10.0.158.107,32485,8443,DNS,A,286,6536,0.341619304194163,US,Normal,1,0
2023-01-02 01:55:00,192.168.63.77,10.0.55.14,34519,80,HTTP,RA,815,3469,7.316134896940451,US,Normal,1,0
2023-01-02 01:55:30,192.168.248.174,10.0.13.84,17651,3389,HTTPS,S,1,65,0.012846472925722528,UK,Port Scan,1,1
2023-01-02 01:56:00,192.168.131.202,10.0.90.27,64520,8443,HTTPS,P,856,7800,2.945680642854911,JP,Normal,1,0
2023-01-02 01:56:30,192.168.102.65,10.0.89.137,27385,443,HTTPS,FA,727,644122,1.4666264370955857,RU,DoS,1,1
2023-01-02 01:57:00,192.168.247.120,10.0.41.48,1735,1433,TCP,F,6355,1550620,4.464547539210699,US,DoS,1,1
2023-01-02 01:57:30,192.168.91.238,10.0.12.138,12109,443,TCP,SA,245,4756,1.6510220060404444,JP,Normal,1,0
2023-01-02 01:58:00,192.168.8.179,10.0.6.242,28750,25,UDP,A,587,4585,21.109038527593892,RU,Normal,1,0
2023-01-02 01:58:30,192.168.238.234,10.0.162.251,8948,25,HTTP,P,362,818,12.843589932583255,JP,Normal,1,0
2023-01-02 01:59:00,192.168.209.73,10.0.180.41,16573,443,HTTP,P,336,6723,1.2899745218407714,BR,SQL Injection,1,1
2023-01-02 01:59:30,192.168.253.134,10.0.211.6,62549,25,HTTPS,S,649,3865,8.614425565723451,Unknown,Normal,1,0
2023-01-02 02:00:00,192.168.107.89,10.0.130.15,59876,21,FTP,FA,222,2595,0.27489445382170913,US,Normal,2,0
2023-01-02 02:00:30,192.168.39.113,10.0.145.16,9486,1433,UDP,R,716,1329,18.65426989168825,IN,Normal,2,0
2023-01-02 02:01:00,192.168.188.28,10.0.156.85,43781,23,UDP,P,438,7908,2.2996394612862634,DE,Normal,2,0
2023-01-02 02:01:30,192.168.97.182,10.0.200.10,3584,21,HTTPS,A,573,8531,13.160837640622685,KR,Normal,2,0
2023-01-02 02:02:00,192.168.37.137,10.0.138.242,22547,1433,TCP,F,448,8095,1.1241001878853865,BR,Normal,2,0
2023-01-02 02:02:30,192.168.82.56,10.0.138.201,20968,3389,TCP,F,976,2105,6.394631030710169,FR,Normal,2,0
2023-01-02 02:03:00,192.168.187.85,10.0.156.152,54179,3389,HTTPS,R,865,8433,26.483357453269967,UK,Normal,2,0
2023-01-02 02:03:30,192.168.2.189,10.0.19.225,3201,8443,HTTP,FA,1,52,0.042582548311865975,FR,Port Scan,2,1
2023-01-02 02:04:00,192.168.58.107,10.0.68.184,51013,3306,UDP,S,301,875,3.5008444062787647,FR,Normal,2,0
2023-01-02 02:04:30,192.168.123.188,10.0.195.42,61185,3306,HTTPS,A,1489,275465,2.039605486695489,US,DoS,2,1
2023-01-02 02:05:00,192.168.230.250,10.0.140.146,21122,53,TCP,S,1,49,0.06653404014627745,BR,Port Scan,2,1
2023-01-02 02:05:30,192.168.168.164,10.0.151.84,36870,8080,ICMP,U,549,3619,10.506858410641673,DE,Normal,2,0
2023-01-02 02:06:00,192.168.114.252,10.0.134.53,28499,1433,ICMP,P,995,6760,16.7135659906242,KR,Normal,2,0
2023-01-02 02:06:30,192.168.107.37,10.0.98.42,43760,23,TCP,S,858,7501,15.327113027446552,US,Normal,2,0
2023-01-02 02:07:00,192.168.79.92,10.0.194.30,33471,21,TCP,SA,199,4726,5.031444927248755,IN,Brute Force,2,1
2023-01-02 02:07:30,192.168.18.98,10.0.9.219,22440,8080,HTTPS,RA,201,6684,5.632133150438992,KR,SQL Injection,2,1
2023-01-02 02:08:00,192.168.63.150,10.0.170.34,63797,8080,TCP,F,401,8347,8.465767088286395,FR,Normal,2,0
2023-01-02 02:08:30,192.168.139.186,10.0.168.88,15144,3389,TCP,SA,614,2621,1.3097409703143388,JP,Normal,2,0
2023-01-02 02:09:00,192.168.185.205,10.0.241.145,51826,8080,UDP,P,110,7103,20.365580724844175,IN,Normal,2,0
2023-01-02 02:09:30,192.168.4.214,10.0.157.228,3972,443,TCP,P,995,2712,0.9814764547048587,IN,Normal,2,0
2023-01-02 02:10:00,192.168.135.61,10.0.50.76,3544,53,HTTPS,P,921,662,2.043397131184492,UK,Normal,2,0
2023-01-02 02:10:30,192.168.107.54,10.0.223.177,8293,8080,TCP,F,562,5728,28.96796817741546,KR,Normal,2,0
2023-01-02 02:11:00,192.168.88.68,10.0.201.189,27985,445,ICMP,FA,508,2248,3.310612689085049,FR,Normal,2,0
2023-01-02 02:11:30,192.168.220.207,10.0.211.46,62782,3306,TCP,P,891,2789,2.799987519930988,UK,Normal,2,0
2023-01-02 02:12:00,192.168.129.55,10.0.46.126,64000,80,HTTPS,SA,839,4248,5.539895475644166,KR,Normal,2,0
2023-01-02 02:12:30,192.168.3.206,10.0.17.66,14360,8080,UDP,RA,879,5777,12.883905543257024,JP,Normal,2,0
2023-01-02 02:13:00,192.168.166.242,10.0.104.5,61136,80,TCP,U,1,97,0.07653906319280117,UK,Port Scan,2,1
2023-01-02 02:13:30,192.168.121.129,10.0.123.231,57773,8443,FTP,P,672,5830,20.772419197927277,UK,Normal,2,0
